segment_id,reference,prediction_raw,prediction_norm,error,lossy,lossy_label,type2,recording_type,gender,gender_label,agegrp,age_group,reference_norm,wer,cer,kr,ped,reference_phonemes,prediction_phonemes,sem,ref_len,pred_len,is_empty_prediction
L_SD_F4_MS049_01_00184,tokiuose elementuose kaip šuoliai ar nedideli šuoliukai," Tokios elementus, kaip šuoliai ar nedidelių šuoliukai,",tokios elementus kaip šuoliai ar nedidelių šuoliukai,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,tokiuose elementuose kaip šuoliai ar nedideli šuoliukai,0.42857142857142855,0.09090909090909091,0.5,0.14925373134328357,toːkʲuɔ˖sʲɛ ɛlʲɛmʲɛntuɔsʲɛ kɐɪp ʃuɔlʲɪɐɪ ɐr nʲɛdʲɪdʲɛlʲɪ ʃuɔlʲɪʊkɐɪ,toːkʲoː˖s ɛlʲɛmʲɛntʊs kɐɪp ʃuɔlʲɪɐɪ ɐr nʲɛdʲɪdʲɛlʲɪuː ʃuɔlʲɪʊkɐɪ,0.97232187,55,52,0
L_SD_F4_MS049_01_00185,sportininkas turi visą laiką įtempti pirštus kojos turi būti tiesios ir sportininkas turėtų išlaikyti savo kūno sandarumą kiekvienas judesys turi atrodyti lyg jis yra suplanuotas taip pat reikėtų atkreipti dėmesį į įrankio kontroliavimą," Sportininkas turi visą laikę įtempti pirštus, kojos turi būti tiesios ir sportininkas turėtų išlaikyti savo kūno sandarumą. Kiekvienas judesys turi atrodyti, kad lygis yra suplanuotas. Taip pat reikėtų atkreipti dėmesį į įrankio kontroliavimą.",sportininkas turi visą laikę įtempti pirštus kojos turi būti tiesios ir sportininkas turėtų išlaikyti savo kūno sandarumą kiekvienas judesys turi atrodyti kad lygis yra suplanuotas taip pat reikėtų atkreipti dėmesį į įrankio kontroliavimą,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,sportininkas turi visą laiką įtempti pirštus kojos turi būti tiesios ir sportininkas turėtų išlaikyti savo kūno sandarumą kiekvienas judesys turi atrodyti lyg jis yra suplanuotas taip pat reikėtų atkreipti dėmesį į įrankio kontroliavimą,0.09090909090909091,0.029661016949152543,0.875,0.025889967637540454,spoːrʲtʲɪnʲɪŋkɐs tʊrʲɪ vʲɪsaː ɫɐɪkaː iːtʲɛmʲpʲtʲɪ pʲɪrʃtʊs koːjoːs tʊrʲɪ buːtʲɪ tʲiɛsʲoː˖s ɪr spoːrʲtʲɪnʲɪŋkɐs tʊrʲeːtuː ɪʃɫɐɪkʲiːtʲɪ sɐvoː kuːnoː sɐndɐrʊmaː kʲiɛkʲvʲiɛnɐs jʊdʲɛsʲiːs tʊrʲɪ ɐtroːdʲiːtʲɪ lʲiːɡ jɪs iːrɐ sʊpɫɐnuɔtɐs tɐɪp pɐt rʲɛɪkʲeːtuː ɐtʲkʲrʲɛɪpʲtʲɪ dʲeːmʲɛsʲiː iː iːrɐŋkʲoː˖ koːntroːlʲɪɐvʲɪmaː,spoːrʲtʲɪnʲɪŋkɐs tʊrʲɪ vʲɪsaː ɫɐɪkʲæː iːtʲɛmʲpʲtʲɪ pʲɪrʃtʊs koːjoːs tʊrʲɪ buːtʲɪ tʲiɛsʲoː˖s ɪr spoːrʲtʲɪnʲɪŋkɐs tʊrʲeːtuː ɪʃɫɐɪkʲiːtʲɪ sɐvoː kuːnoː sɐndɐrʊmaː kʲiɛkʲvʲiɛnɐs jʊdʲɛsʲiːs tʊrʲɪ ɐtroːdʲiːtʲɪ kɐd lʲiːɡʲɪs iːrɐ sʊpɫɐnuɔtɐs tɐɪp pɐt rʲɛɪkʲeːtuː ɐtʲkʲrʲɛɪpʲtʲɪ dʲeːmʲɛsʲiː iː iːrɐŋkʲoː˖ koːntroːlʲɪɐvʲɪmaː,0.9881613,236,238,0
L_SD_F4_MS049_01_00190,gimnastė turėtų išlaikyti, gimnastį turėtų išlaikyti,gimnastį turėtų išlaikyti,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,gimnastė turėtų išlaikyti,0.3333333333333333,0.04,0.6666666666666666,0.02857142857142857,ɡʲɪmnɐsʲtʲeː tʊrʲeːtuː ɪʃɫɐɪkʲiːtʲɪ,ɡʲɪmnɐsʲtʲiː tʊrʲeːtuː ɪʃɫɐɪkʲiːtʲɪ,0.9613773,25,25,0
L_SD_F4_MS049_01_00191,savo įrankio judėjimą ir atrodyti jog," savo įrankio judėjimą ir atrodyti,",savo įrankio judėjimą ir atrodyti,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,savo įrankio judėjimą ir atrodyti jog,0.16666666666666666,0.10810810810810811,1.0,0.10204081632653061,sɐvoː iːrɐŋkʲoː˖ jʊdʲeːjɪmaː ɪr ɐtroːdʲiːtʲɪ joːɡ,sɐvoː iːrɐŋkʲoː˖ jʊdʲeːjɪmaː ɪr ɐtroːdʲiːtʲɪ,0.9551281,37,33,0
L_SD_F4_MS049_01_00192,ji visiškai kontroliuoja įrankį," jie visiškai kontroliuoja įrankį,",jie visiškai kontroliuoja įrankį,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,ji visiškai kontroliuoja įrankį,0.25,0.03225806451612903,1.0,0.05128205128205128,jɪ vʲɪsʲɪʃkɐɪ koːntroːlʲɪuɔjɐ iːrɐŋkʲiː,jiɛ vʲɪsʲɪʃkɐɪ koːntroːlʲɪuɔjɐ iːrɐŋkʲiː,0.9080327,31,32,0
L_SD_F4_MS049_01_00193,taip pat įrankio pametimas yra labai didžiulė klaida ypač jeigu jis nukrenta už aikštelės ribų," Taip pat įrankio pametimas yra labai didžiulė klaida, ypač jeigu jis nukrinta už aikštelės ribų.",taip pat įrankio pametimas yra labai didžiulė klaida ypač jeigu jis nukrinta už aikštelės ribų,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,taip pat įrankio pametimas yra labai didžiulė klaida ypač jeigu jis nukrenta už aikštelės ribų,0.06666666666666667,0.010638297872340425,1.0,0.008620689655172414,tɐɪp pɐt iːrɐŋkʲoː˖ pɐmʲɛtʲɪmɐs iːrɐ ɫɐbɐɪ dʲɪd͡ʒʲʊ˖lʲeː kɫɐɪdɐ iːpɐt͡ʃ jɛɪɡʊ jɪs nʊkʲrʲɛntɐ ʊʒ ɐɪkʲɕtʲɛlʲeːs rʲɪbuː,tɐɪp pɐt iːrɐŋkʲoː˖ pɐmʲɛtʲɪmɐs iːrɐ ɫɐbɐɪ dʲɪd͡ʒʲʊ˖lʲeː kɫɐɪdɐ iːpɐt͡ʃ jɛɪɡʊ jɪs nʊkʲrʲɪntɐ ʊʒ ɐɪkʲɕtʲɛlʲeːs rʲɪbuː,0.9942791,94,94,0
L_SD_F4_MS049_01_00194,labai svarbus, labai svarbus,labai svarbus,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,labai svarbus,0.0,0.0,1.0,0.0,ɫɐbɐɪ svɐrbʊs,ɫɐbɐɪ svɐrbʊs,1.0,13,13,0
L_SD_F4_MS049_01_00195,yra lankstumas, yra langstumas,yra langstumas,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,yra lankstumas,0.5,0.07142857142857142,0.0,0.06666666666666667,iːrɐ ɫɐŋkstʊmɐs,iːrɐ ɫɐŋɡstʊmɐs,0.66182494,14,14,0
L_SD_F4_MS049_01_00196,sportininkai turėtų pasiekti bent jau šimto aštuoniasdešimties laipsnių kampo špagatą ore, sportininkai turėtų pasiekti bent jau 180 laipsnių kampo špagatą ore.,sportininkai turėtų pasiekti bent jau 180 laipsnių kampo špagatą ore,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,sportininkai turėtų pasiekti bent jau šimto aštuoniasdešimties laipsnių kampo špagatą ore,0.18181818181818182,0.2696629213483146,0.75,0.25663716814159293,spoːrʲtʲɪnʲɪŋkɐɪ tʊrʲeːtuː pɐsʲiɛkʲtʲɪ bʲɛnt jɐʊ ɕɪmtoː ɐʃtuɔnʲɛsʲdʲɛɕɪmʲtʲiɛs ɫɐɪpʲsʲnʲuː˖ kɐmpoː ʃpɐɡɐtaː oːrʲɛ,spoːrʲtʲɪnʲɪŋkɐɪ tʊrʲeːtuː pɐsʲiɛkʲtʲɪ bʲɛnt jɐʊ 180 ɫɐɪpʲsʲnʲuː˖ kɐmpoː ʃpɐɡɐtaː oːrʲɛ,0.9570545,89,68,0
L_SD_F4_MS049_01_00197,geras gimnastas taip pat pademonstruos, Geras gimnastas taip pat pademonstruos,geras gimnastas taip pat pademonstruos,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,geras gimnastas taip pat pademonstruos,0.0,0.0,1.0,0.0,ɡʲɛrɐs ɡʲɪmnɐstɐs tɐɪp pɐt pɐdʲɛmoːnstruɔs,ɡʲɛrɐs ɡʲɪmnɐstɐs tɐɪp pɐt pɐdʲɛmoːnstruɔs,0.99999994,38,38,0
L_SD_F4_MS049_01_00198,savo kojų bei nugaros lankstumą, savo kojų bei nugaros lankstumą.,savo kojų bei nugaros lankstumą,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,savo kojų bei nugaros lankstumą,0.0,0.0,1.0,0.0,sɐvoː koːjuː bʲɛɪ nʊɡɐroːs ɫɐŋkstʊmaː,sɐvoː koːjuː bʲɛɪ nʊɡɐroːs ɫɐŋkstʊmaː,0.9999999,31,31,0
L_SD_F4_MS049_01_00199,taip pat siūlyčiau atkreipti dėmesį į choreografiją, Taip pat suliučiau atkreipti dėmesį į choreografiją.,taip pat suliučiau atkreipti dėmesį į choreografiją,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,taip pat siūlyčiau atkreipti dėmesį į choreografiją,0.14285714285714285,0.0784313725490196,0.8,0.08450704225352113,tɐɪp pɐt sʲuː˖lʲiːt͡ɕɛʊ ɐtʲkʲrʲɛɪpʲtʲɪ dʲeːmʲɛsʲiː iː xoːrʲoː˖ɡrɐfʲɪjaː,tɐɪp pɐt sʊlʲɪʊt͡ɕɛʊ ɐtʲkʲrʲɛɪpʲtʲɪ dʲeːmʲɛsʲiː iː xoːrʲoː˖ɡrɐfʲɪjaː,0.68194914,51,51,0
L_SD_F4_MS049_01_00200,judėjimo gudrybės yra labai svarbios meninėje gimnastikoje kiekvienas judesys turi būti atliktas ritmingai muzika yra labai svarbi ji neturėtų būti lyg tai fonas," Judėjimo gudrybės yra labai svarbios meninė gimnastikoje, kiekvienas judesys turi būti atliktas ritmingai. Muzika yra labai svarbi, ji neturėtų būti lygtai fonos.",judėjimo gudrybės yra labai svarbios meninė gimnastikoje kiekvienas judesys turi būti atliktas ritmingai muzika yra labai svarbi ji neturėtų būti lygtai fonos,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,judėjimo gudrybės yra labai svarbios meninėje gimnastikoje kiekvienas judesys turi būti atliktas ritmingai muzika yra labai svarbi ji neturėtų būti lyg tai fonas,0.17391304347826086,0.024844720496894408,0.875,0.024271844660194174,jʊdʲeːjɪmoː ɡʊdʲrʲiːbʲeːs iːrɐ ɫɐbɐɪ svɐrʲbʲoː˖s mʲɛnʲɪnʲeːjɛ ɡʲɪmnɐsʲtʲɪkoːjɛ kʲiɛkʲvʲiɛnɐs jʊdʲɛsʲiːs tʊrʲɪ buːtʲɪ ɐtlʲɪktɐs rʲɪtʲmʲɪŋɡɐɪ mʊʑɪkɐ iːrɐ ɫɐbɐɪ svɐrʲbʲɪ jɪ nʲɛtʊrʲeːtuː buːtʲɪ lʲiːɡ tɐɪ foːnɐs,jʊdʲeːjɪmoː ɡʊdʲrʲiːbʲeːs iːrɐ ɫɐbɐɪ svɐrʲbʲoː˖s mʲɛnʲɪnʲeː ɡʲɪmnɐsʲtʲɪkoːjɛ kʲiɛkʲvʲiɛnɐs jʊdʲɛsʲiːs tʊrʲɪ buːtʲɪ ɐtlʲɪktɐs rʲɪtʲmʲɪŋɡɐɪ mʊʑɪkɐ iːrɐ ɫɐbɐɪ svɐrʲbʲɪ jɪ nʲɛtʊrʲeːtuː buːtʲɪ lʲiːɡtɐɪ foːnoːs,0.99772376,161,158,0
L_SD_F4_MS049_01_00204,taip pat, Taip pat,taip pat,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,taip pat,0.0,0.0,1.0,0.0,tɐɪp pɐt,tɐɪp pɐt,0.99999994,8,8,0
L_SD_F4_MS049_01_00205,reikėtų atkreipti dėmesį į pratimo unikalumą kiekvienas gimnastas turi atlikti tokį pratimą kuris išsiskirtų iš kitų tai yra kurį būtų lengva atsiminti ir suteiktų sukeltų kažkokius įspūdžius pavyzdžiui sportininkas gali atlikti labai rizikingus įrankio metimus bei gaudymus atlikti sudėtingą choreografiją," Reikėtų atkreipti dėmesį į pratimo unikalumą. Kiekvienas gimnastas turi atlikti tokį pratimą, kuris išsiskirtų iš kitų, tai yra, kurį būtų lengva atsiminti ir skelbtų kažkokius įspūdžius. Pavyzdžiui, sportininkas gali atlikti labai rizikingus įrankio metimus bei gaudimus, atliktų sudėtingą choreografiją.",reikėtų atkreipti dėmesį į pratimo unikalumą kiekvienas gimnastas turi atlikti tokį pratimą kuris išsiskirtų iš kitų tai yra kurį būtų lengva atsiminti ir skelbtų kažkokius įspūdžius pavyzdžiui sportininkas gali atlikti labai rizikingus įrankio metimus bei gaudimus atliktų sudėtingą choreografiją,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,reikėtų atkreipti dėmesį į pratimo unikalumą kiekvienas gimnastas turi atlikti tokį pratimą kuris išsiskirtų iš kitų tai yra kurį būtų lengva atsiminti ir suteiktų sukeltų kažkokius įspūdžius pavyzdžiui sportininkas gali atlikti labai rizikingus įrankio metimus bei gaudymus atlikti sudėtingą choreografiją,0.1,0.042483660130718956,1.0,0.042606516290726815,rʲɛɪkʲeːtuː ɐtʲkʲrʲɛɪpʲtʲɪ dʲeːmʲɛsʲiː iː prɐtʲɪmoː ʊnʲɪkɐɫʊmaː kʲiɛkʲvʲiɛnɐs ɡʲɪmnɐstɐs tʊrʲɪ ɐtlʲɪkʲtʲɪ toːkʲiː prɐtʲɪmaː kʊrʲɪs ɪɕsʲɪsʲkʲɪrtuː ɪʃ kʲɪtuː tɐɪ iːrɐ kʊrʲiː buːtuː lʲɛŋɡvɐ ɐt͡sʲɪmʲɪnʲtʲɪ ɪr sʊtʲɛɪktuː sʊkʲɛɫtuː kɐʒkoːkʲʊ˖s iːspuːd͡ʒʲʊ˖s pɐvʲiːʑd͡ʒʲʊ˖ɪ spoːrʲtʲɪnʲɪŋkɐs ɡɐlʲɪ ɐtlʲɪkʲtʲɪ ɫɐbɐɪ rʲɪʑɪkʲɪŋɡʊs iːrɐŋkʲoː˖ mʲɛtʲɪmʊs bʲɛɪ ɡɐʊdʲiːmʊs ɐtlʲɪkʲtʲɪ sʊdʲeːtʲɪŋɡaː xoːrʲoː˖ɡrɐfʲɪjaː,rʲɛɪkʲeːtuː ɐtʲkʲrʲɛɪpʲtʲɪ dʲeːmʲɛsʲiː iː prɐtʲɪmoː ʊnʲɪkɐɫʊmaː kʲiɛkʲvʲiɛnɐs ɡʲɪmnɐstɐs tʊrʲɪ ɐtlʲɪkʲtʲɪ toːkʲiː prɐtʲɪmaː kʊrʲɪs ɪɕsʲɪsʲkʲɪrtuː ɪʃ kʲɪtuː tɐɪ iːrɐ kʊrʲiː buːtuː lʲɛŋɡvɐ ɐt͡sʲɪmʲɪnʲtʲɪ ɪr sʲkʲɛɫbtuː kɐʒkoːkʲʊ˖s iːspuːd͡ʒʲʊ˖s pɐvʲiːʑd͡ʒʲʊ˖ɪ spoːrʲtʲɪnʲɪŋkɐs ɡɐlʲɪ ɐtlʲɪkʲtʲɪ ɫɐbɐɪ rʲɪʑɪkʲɪŋɡʊs iːrɐŋkʲoː˖ mʲɛtʲɪmʊs bʲɛɪ ɡɐʊdʲɪmʊs ɐtlʲɪktuː sʊdʲeːtʲɪŋɡaː xoːrʲoː˖ɡrɐfʲɪjaː,0.9954466,306,297,0
L_SD_F4_MS049_01_00212,ar galima pastebėti ypatingą sportininko lankstumą ar labai gerus įrankio valdymo įgūdžius, ar galima pastebėti ypatingą sportininko lankstumą ar labai gerus įrankio valdymo įgūdžius.,ar galima pastebėti ypatingą sportininko lankstumą ar labai gerus įrankio valdymo įgūdžius,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,ar galima pastebėti ypatingą sportininko lankstumą ar labai gerus įrankio valdymo įgūdžius,0.0,0.0,1.0,0.0,ɐr ɡɐlʲɪmɐ pɐsʲtʲɛbʲeːtʲɪ iːpɐtʲɪŋɡaː spoːrʲtʲɪnʲɪŋkoː ɫɐŋkstʊmaː ɐr ɫɐbɐɪ ɡʲɛrʊs iːrɐŋkʲoː˖ vɐlʲdʲiːmoː iːɡuːd͡ʒʲʊ˖s,ɐr ɡɐlʲɪmɐ pɐsʲtʲɛbʲeːtʲɪ iːpɐtʲɪŋɡaː spoːrʲtʲɪnʲɪŋkoː ɫɐŋkstʊmaː ɐr ɫɐbɐɪ ɡʲɛrʊs iːrɐŋkʲoː˖ vɐlʲdʲiːmoː iːɡuːd͡ʒʲʊ˖s,0.99999994,90,90,0
L_SD_M4_MS017_01_00000,sveiki šiandien norėčiau padaryti trumpą pristatymą kurio tema yra bandomųjų gyvūnų naudojimas bioetika ir jų naudojimo alternatyvos," Sveiki, šiandien norėčiau padaryti trumpą pristatymą, kurių tema yra bandomų gyvūno naudojimas, bioetiką ir jo naudojimo alternatyvos.",sveiki šiandien norėčiau padaryti trumpą pristatymą kurių tema yra bandomų gyvūno naudojimas bioetiką ir jo naudojimo alternatyvos,,L,Lossy,SD,Spontaneous-Dictaphone,M,Male,4,26–60,sveiki šiandien norėčiau padaryti trumpą pristatymą kurio tema yra bandomųjų gyvūnų naudojimas bioetika ir jų naudojimo alternatyvos,0.29411764705882354,0.045454545454545456,0.875,0.046511627906976744,sʲvʲɛɪkʲɪ ɕɛnʲdʲiɛn noːrʲeːt͡ɕɛʊ pɐdɐrʲiːtʲɪ trʊmpaː pʲrʲɪstɐtʲiːmaː kʊrʲoː˖ tʲɛmɐ iːrɐ bɐndoːmuːjuː ɡʲiːvuːnuː nɐʊdoːjɪmɐs bʲoː˖ɛtʲɪkɐ ɪr juː nɐʊdoːjɪmoː ɐlʲtʲɛrnɐtʲiːvoːs,sʲvʲɛɪkʲɪ ɕɛnʲdʲiɛn noːrʲeːt͡ɕɛʊ pɐdɐrʲiːtʲɪ trʊmpaː pʲrʲɪstɐtʲiːmaː kʊrʲuː˖ tʲɛmɐ iːrɐ bɐndoːmuː ɡʲiːvuːnoː nɐʊdoːjɪmɐs bʲoː˖ɛtʲɪkaː ɪr joː nɐʊdoːjɪmoː ɐlʲtʲɛrnɐtʲiːvoːs,0.9891727,132,130,0
L_SD_M4_MS017_01_00002,prieš kalbant apie bioetiką norėčiau pateikti oficialų apibrėžimą tai bioetika yra etikos atšaka kuri tiria moralines problemas," Prieš kalbant apie bioetiką norėčiau pateikti oficialo apibrėžimą. Tai bioetika yra etikos atšaka, kuri tyria moralines problemas,",prieš kalbant apie bioetiką norėčiau pateikti oficialo apibrėžimą tai bioetika yra etikos atšaka kuri tyria moralines problemas,,L,Lossy,SD,Spontaneous-Dictaphone,M,Male,4,26–60,prieš kalbant apie bioetiką norėčiau pateikti oficialų apibrėžimą tai bioetika yra etikos atšaka kuri tiria moralines problemas,0.11764705882352941,0.015748031496062992,0.875,0.01818181818181818,pʲrʲiɛʃ kɐɫbɐnt ɐpʲiɛ bʲoː˖ɛtʲɪkaː noːrʲeːt͡ɕɛʊ pɐtʲɛɪkʲtʲɪ oːfʲɪt͡sʲɛɫuː ɐpʲɪbʲrʲeːʒʲɪmaː tɐɪ bʲoː˖ɛtʲɪkɐ iːrɐ ɛtʲɪkoːs ɐtʃɐkɐ kʊrʲɪ tʲɪrʲɛ moːrɐlʲɪnʲɛs proːblʲɛmɐs,pʲrʲiɛʃ kɐɫbɐnt ɐpʲiɛ bʲoː˖ɛtʲɪkaː noːrʲeːt͡ɕɛʊ pɐtʲɛɪkʲtʲɪ oːfʲɪt͡sʲɛɫoː ɐpʲɪbʲrʲeːʒʲɪmaː tɐɪ bʲoː˖ɛtʲɪkɐ iːrɐ ɛtʲɪkoːs ɐtʃɐkɐ kʊrʲɪ tʲiːrʲɛ moːrɐlʲɪnʲɛs proːblʲɛmɐs,0.99628603,127,127,0
L_SD_M4_MS017_01_00004,daro panaudojant," daro, nudojant",daro nudojant,,L,Lossy,SD,Spontaneous-Dictaphone,M,Male,4,26–60,daro panaudojant,0.5,0.1875,0.5,0.16666666666666666,dɐroː pɐnɐʊdoːjɐnt,dɐroː nʊdoːjɐnt,0.72482425,16,13,0
L_SD_M4_MS017_01_00005,naujas technoligijas ir tiriant jų poveikį gyviems organizmams, naujas technologijas ir teiriant jų poveikiai gyvams organizmams.,naujas technologijas ir teiriant jų poveikiai gyvams organizmams,,L,Lossy,SD,Spontaneous-Dictaphone,M,Male,4,26–60,naujas technoligijas ir tiriant jų poveikį gyviems organizmams,0.5,0.11290322580645161,0.3333333333333333,0.11842105263157894,nɐʊjɐs tʲɛxnoːlʲɪɡʲɪjɐs ɪr tʲɪrʲɛnt juː poːvʲɛɪkʲiː ɡʲiːvʲiɛms oːrɡɐnʲɪzmɐms,nɐʊjɐs tʲɛxnoːɫoːɡʲɪjɐs ɪr tʲɛɪrʲɛnt juː poːvʲɛɪkʲɛɪ ɡʲiːvɐms oːrɡɐnʲɪzmɐms,0.91168725,62,64,0
L_SD_M4_MS017_01_00007,bioetika ypač siejasi su medicinos mokslu biotechnologijomis ir apskritai naujų technologijų," Bioetika ypač sėsi su medicinos mokslus, biotechnologijoms ir apskritai naujo technologijoje.",bioetika ypač sėsi su medicinos mokslus biotechnologijoms ir apskritai naujo technologijoje,,L,Lossy,SD,Spontaneous-Dictaphone,M,Male,4,26–60,bioetika ypač siejasi su medicinos mokslu biotechnologijomis ir apskritai naujų technologijų,0.45454545454545453,0.10869565217391304,0.5,0.09016393442622951,bʲoː˖ɛtʲɪkɐ iːpɐt͡ʃ sʲiɛjɐsʲɪ sʊ mʲɛdʲɪt͡sʲɪnoːs moːksɫʊ bʲoː˖tʲɛxnoːɫoːɡʲɪjoːmʲɪs ɪr ɐpsʲkʲrʲɪtɐɪ nɐʊjuː tʲɛxnoːɫoːɡʲɪjuː,bʲoː˖ɛtʲɪkɐ iːpɐt͡ʃ sʲeːsʲɪ sʊ mʲɛdʲɪt͡sʲɪnoːs moːksɫʊs bʲoː˖tʲɛxnoːɫoːɡʲɪjoːms ɪr ɐpsʲkʲrʲɪtɐɪ nɐʊjoː tʲɛxnoːɫoːɡʲɪjoːjɛ,0.9887538,92,91,0
L_SD_M4_MS017_01_00010,panaudojimu ji dabar yra dėstoma universitetuose kaip oficiali disciplina ypač medicinos filosofijos ir teologijos fakultetuose," jie dabar yra dėstamų universitetuose kaip oficialiai disciplina, ypač medicinos, filosofijos ir teologijos fakultetuose.",jie dabar yra dėstamų universitetuose kaip oficialiai disciplina ypač medicinos filosofijos ir teologijos fakultetuose,,L,Lossy,SD,Spontaneous-Dictaphone,M,Male,4,26–60,panaudojimu ji dabar yra dėstoma universitetuose kaip oficiali disciplina ypač medicinos filosofijos ir teologijos fakultetuose,0.26666666666666666,0.12598425196850394,0.625,0.11695906432748537,pɐnɐʊdoːjɪmʊ jɪ dɐbɐr iːrɐ dʲeːstoːmɐ ʊnʲɪvʲɛrʲsʲɪtʲɛtuɔsʲɛ kɐɪp oːfʲɪt͡sʲɛlʲɪ dʲɪsʲt͡sʲɪplʲɪnɐ iːpɐt͡ʃ mʲɛdʲɪt͡sʲɪnoːs fʲɪɫoːsoːfʲɪjoːs ɪr tʲoː˖ɫoːɡʲɪjoːs fɐkʊlʲtʲɛtuɔsʲɛ,jiɛ dɐbɐr iːrɐ dʲeːstɐmuː ʊnʲɪvʲɛrʲsʲɪtʲɛtuɔsʲɛ kɐɪp oːfʲɪt͡sʲɛlʲɪɐɪ dʲɪsʲt͡sʲɪplʲɪnɐ iːpɐt͡ʃ mʲɛdʲɪt͡sʲɪnoːs fʲɪɫoːsoːfʲɪjoːs ɪr tʲoː˖ɫoːɡʲɪjoːs fɐkʊlʲtʲɛtuɔsʲɛ,0.915053,127,118,0
L_SD_M4_MS017_01_00012,bioetikos pagrindai buvo suformuoti dar antikos filosofų tokių kaip pitagoras platonas ir aristotelis kurie pasisakydavo prieš," Biotikas pagrindai buvo suformuoti antikos filosofo, tokios kaip Pitagoras, Platonas ir Aristotelis, kurie pasisakydavo prieš",biotikas pagrindai buvo suformuoti antikos filosofo tokios kaip pitagoras platonas ir aristotelis kurie pasisakydavo prieš,,L,Lossy,SD,Spontaneous-Dictaphone,M,Male,4,26–60,bioetikos pagrindai buvo suformuoti dar antikos filosofų tokių kaip pitagoras platonas ir aristotelis kurie pasisakydavo prieš,0.25,0.07142857142857142,0.625,0.06289308176100629,bʲoː˖ɛtʲɪkoːs pɐɡʲrʲɪndɐɪ bʊvoː sʊfoːrmuɔtʲɪ dɐr ɐnʲtʲɪkoːs fʲɪɫoːsoːfuː toːkʲuː˖ kɐɪp pʲɪtɐɡoːrɐs pɫɐtoːnɐs ɪr ɐrʲɪstoːtʲɛlʲɪs kʊrʲiɛ pɐsʲɪsɐkʲiːdɐvoː pʲrʲiɛʃ,bʲoː˖tʲɪkɐs pɐɡʲrʲɪndɐɪ bʊvoː sʊfoːrmuɔtʲɪ ɐnʲtʲɪkoːs fʲɪɫoːsoːfoː toːkʲoː˖s kɐɪp pʲɪtɐɡoːrɐs pɫɐtoːnɐs ɪr ɐrʲɪstoːtʲɛlʲɪs kʊrʲiɛ pɐsʲɪsɐkʲiːdɐvoː pʲrʲiɛʃ,0.9745034,126,122,0
L_SD_M4_MS017_01_00015,netinkamą elgesį su gyvūnais kuomet jie kęsdavo," netinkavo elgysi su gyvūnais, kuomet jie kesdavo.",netinkavo elgysi su gyvūnais kuomet jie kesdavo,,L,Lossy,SD,Spontaneous-Dictaphone,M,Male,4,26–60,netinkamą elgesį su gyvūnais kuomet jie kęsdavo,0.42857142857142855,0.10638297872340426,0.4,0.13114754098360656,nʲɛtʲɪŋkɐmaː ɛlʲɡʲɛsʲiː sʊ ɡʲiːvuːnɐɪs kuɔmʲɛt jiɛ kʲæːsdɐvoː,nʲɛtʲɪŋkɐvoː ɛlʲɡʲiːsʲɪ sʊ ɡʲiːvuːnɐɪs kuɔmʲɛt jiɛ kʲɛsdɐvoː,0.9110372,47,47,0
